anselmus	credit_cloning	You can then buy on credit and sell for gold, until the store is bankrupt and you have all the stock.
Sgep	doas	see {DeathOnAStick}
ctaboir	new_moon	If you are hit by a cockatrice's or chickatrice's special hissing attack during a new moon and you are NOT carrying a lizard corpse in your main inventory, you will always start turning to stone.
greycat	new_moon	Contrary to intuition, the new moon does *not* penalize your luck.
Mucknert	quest	Each character class has a unique Quest.  The entrance to the Quest level is a hidden portal 6 or 7 levels below the Oracle level (between DL 11 and 16).  While you can enter the Quest before level 14, your guild leader will not allow you to attempt it until you've reached experience level 14.  You must complete it by defeating your quest nemesis, thus obtaining an essential artifact, in order to win the game.
Poeir	quest	You get two artifacts from the Quest:  One essential, one brimming with special abilities.
OliverKlozoff	quest	<dasunt> Tourist quest is your reward for getting to the quest portal.
avian	quest	Have the quest artifact in your main inventory when you #chat with the quest leader after completing the quest.
dasunt	twisted_ring	An unidentified ring.  *CAN* be eaten by rock moles, rust monsters, and xorns.
Darth_Cliche	#nethack:!kill	$ARG ($CHAR), $RND(1,2000000) points, killed by the Wizard of Yendor called Rodney
paxed	color	Configuration option.  NetHack should display color if it can for different monsters, objects, and dungeon features.
SpeedEvil	erosion	Erosion is the general term for bad things that can happen to stuff, to make them less effective.
SpeedEvil	erosion	Iron rusts, cloth and leather burn and rot, wood burns.
SpeedEvil	erosion	With armour, each level of erosion reduces the base armour class by 1. For example, an elven cloak has a base AC of 1.
SpeedEvil	erosion	The first attack takes this to 0, but subseqent attacks don't reduce it below zero.
SpeedEvil	erosion	Enchantment still affects AC - a +2 rotted elven cloak gives you 2AC.
Midnyt	erosion	Blessed armour is less likely to erode, and grease protects totally (until it is worn off).
SpeedEvil	erosion	Armor can be erosion proofed by reading a cursed scroll of destroy armor while confused, or by reading a non-cursed scroll of enchant armor while confused (the latter repairs any damage).
ledneh	erosion	Weapons which are eroded suffer a damage penalty equal to the highest damage level. So a rusted, thoroughly corroded weapon will suffer a -3 damage modifier, not a -4.
joshk	iirc	if i recall correctly
PsyMar	gurgling_noise	There is a sink on the level.
RandomMarine	electric_third_rail	Just a headstone engraving, nothing to worry about in nethack.
paxed	nunchaku	Japanese flail.
ekiM	alignment_myths	Killing a peaceful in one turn DOES NOT incur special penalty. that's killing them without ANGERING them, something different. --- Chaotics killing an always-peaceful (shk,watch,priest) still get at least -16 alignment from it.
Chilliwack	scroll_of_fire	It's a scroll. It makes fire and boils your potions, and burns your scrolls, spellbooks, and stuff around you. It's also a scroll.
Nexos	scroll_of_fire	Will damage adjacent monsters, angering them if they're peaceful
Plasma-Fox	that_is_a_potion_bottle,_not_a_klein_bottle	A message you get when you try to dip a potion into itself.
hacken	arch_lich	see {archlich}
Zeffrin	lieutenant	Eaten: lieutenant   Nutr: 400   Effects: Human
paxed	fishpool.fi	see {fishpool}
Stevie-O	colored_streaks	see {streaks}
SpeedEvil	iguana	A small member of the lizard family.
SpeedEvil	iguana	Slightly nastier than a newt. No special attacks, corpse does nothing other than feed you, quite boring really.
Zeffrin	iguana	Eaten: iguana   Nutr: 30
SomeoneElseYes	crowned	see {crowning}
greycat	lord_sato	The Samurai quest leader.
Zeffrin	lord_sato	Eaten: Lord Sato   Nutr: 400   Effects: Human
ekiM	pointy_hat	Throw it away; it's rubbish!
dtype	nethack	A single player dungeon-exploration game, nothing to do with cracking into computers or networks.  The official Nethack website (http://www.nethack.org) tends to have the latest release in both source and binary form for many platforms.
Jafet	nethack	<Stonar> Nethack(n): A game in which the objective is to do fewer stupid things the next time you play. See {chronology} for the chronology.
Zadir	illiterate	This conduct requires you to not read or write any spellbooks and scrolls, eat any fortune cookies while not blind, or engrave anything besides a SINGLE x or X. Engraving "xxxx" will break the conduct, for example.
Eidolos	illiterate	Naming or calling items and reading gravestones and engravings will not break illiterate (that would be a bit harsh). Reading the Book of the Dead for the invocation does not break the conduct either.
Jmadman311	illiterate	Be sure to turn off the mail option if you are going for illiterate, or a spectator could break it for you!
casmith789	acehack	Nethack with improved interface! Currently sporting highlighting, no floating eye melee and autoexplore. Written by ais523. In current alpha at http://www.patch-tag.com/r/ais523/acehack/home
tsuteiuQ	unicorn_horn_factory	http://groups.google.com/groups?hl=en&selm=98es5t%24epm%242%40news.doit.wisc.edu
scwizard	schroedinger's_cat	The housecat inside the box is dead
froggey	schroedinger's_cat	The housecat inside the box is alive!
Dentarthurdent_	schroedinger's_cat	Found inside large boxen sometimes dropped by quantum mechanics.  Whether the cat is dead or alive is not determined until you open the box.
paxed	safe_pet	Configuration option.  Prevent you from (knowingly) attacking your pets.
kerlo	the_water_flow_seems_greater_now	You dropped a positively-enchanted ring of gain constitution down a sink.
tsuteiuQ	bland	"For some reason, that tasted bland." - Eating a [master] mind flayer corpse when you are already at maximum intelligence will give you this message.
tsuteiuQ	bland	Cram rations, C-rations, and K-rations also taste bland (as long as they are not cursed).
Hellzon	disintegration_resistance	See {disintegration-resistance}
Shimei	kraken	A bigger, nastier eel (with accompanying drowning attack) that is usually found in the late game.
kats222	kraken	A huge sea monster in Norwegian legend - sometimes depicted as dwarfing ships, and capsizing them - either by accident due to its great bulk, or in order to eat the crewmen.
Cyde	kraken	Krakens are a good choice to genocide if you don't know the B/U/C status of the scroll, because they are a good genocide choice anyway but if the scroll is cursed they are really easy to kill since they don't usually attack out of water.  Also, they give good experience.
tweek__	kraken	Dead easy to farm, if you have a reliable way to cast Turn Undead. Build a fortress out of boulders, engrave E under them, teleport in and reverse geno kraken. Once you have it set up, it's a matter of casting Turn Undead and meleeing them to death or casting a spell like MM or FoD.
Zeffrin	kraken	Eaten: kraken   Nutr: 1000
paxed	black_naga	Speed 14, AC 2, Magic resistance 10%, Resists poison, acid and stoning, and its corpse can give poison resistance.  Does 2d6 damage in melee and can spit acid.
JoshJ	black_naga	The corpse is acidic.
Zeffrin	black_naga	Eaten: black naga   Nutr: 400   Effects: Acidic     Intrinsic: Poison: 53%
sacarasc	web_config	The nao web config editor can be found at: http://alt.org/nethack/webconf/nethackrc.php which makes editing easy for the lazy!
sacarasc	web_config	Note: you need to enter your nao Username/Password to be able to edit your config.
Feory	your_quickness_seems_more_natural	You just gained the speed intrinsic while you were already extrinsically speedy.
ylmson	#nethack:!fruit	fruit:$CHOICE(29*|poisonous |gelatinous |hallucinogenic |contaminated )$CHOICE(19*|sweet |salty |spicy |zesty |tangy |chewy |smoky |savory |sour |rotten )$CHOICE(cheesestick|pizza|can of soda|jar of mayonnaise|berry|burger|sandwich|soup|pie|brain|ice cream|bowl of ramen|bowl of spaghetti|fish|steak|chicken|potato|lime|mushroom|slime mold|peach|pineapple|strawberry|slice of bread|slice of toast|turkey|can of beer)
Nodey	charisma	Charisma (Ch:) lowers the monetary requirements for shopping and bribing, makes foocubi seducing you and nymph charming you less likely to succeed, and increases the chances of something good happening when laying with foocubi.
Nodey	charisma	Racial limits are 16 for dwarf and orc, and 18 for other races. This can be increased and exceeded by rings of adornment. Charisma, along with intelligence, cannot be exercised.
PsyMar	charisma	Charisma can be increased up to racial maximum via the "Magic Trap Boogie".
BenUrban	charisma	For shopping purposes, charisma values multiply the sale price by the following factors: 3-5 - 200%, 6-7 - 150%, 8-10 - 133%, 11-15 - 100%, 16-17 - 75%, 18 - 67%, 19+ - 50%
paxed	#quit	Extended command.  Quit the program without saving your game.  You don't need to use this, you'll die soon anyway.
PsyMar	#quit	"Winners never quit, and quitters never win" is one of the false rumors.
TheShrewdDude	#quit	Instead of using this command, try using 'S', to save your game.
jeeves	team_ant	aaaaaaa@aaaaaaaa
Violist	team_ant	The semi-official clan of #nethack. If you're interested in joining, bug Violist.
firippu	team_ant	Also likes to show up when the priest of foo summons insects.
Violist	team_ant	When someone dies to an ant, it is customary to cheer "GO TEAM ANT!" (without quotes).
Alborland	long_worm	a monster which takes up multiple tiles on the map.  It may split into two worms if you hit its tail with a bladed weapon.  Only its head may attack.  When killed, it drops a worm tooth (useful for making into a crysknife).
Zeffrin	long_worm	Eaten: long worm     Nutr: 500
paxed	c	Command: 'c'  Close a door.
paxed	c	Command: 'C'  Name an individual monster, ex. baptize your pet.
dasunt	c	Monster: 'c'  Run away!  Run away!  Chickatrices and cockatrices stone, while pyrolisks can be quite dangerous to your inventory.
dasunt	c	Monster: 'C'  Centaurs.  Plains, forest, and mountain are the three types of centaurs in the game.
dasunt	c	Command: '^C'  Panic button:  quit the game.
dasunt	c	Command: 'Meta-c'  Same as '#chat'.
PsyMar	#nethack:yasd?	Yet Another Stupid Death
Nerull	you_feel_an_unexpected_draft	See {unexpected_draft}
Grunt	hurr	The sound of an orc failing an intelligence/wisdom roll.  Often stated when something obvious is missed.
wlngnut	hurr	The sound of one grunt splatting.
JoshJ	scimitar	Hits for 1d8 damage against small and large monsters.  Unidentified appearance is "curved sword".
Zarel	?oc	Scroll of Charging.
paxed	potion_of_levitation	Effect lasts for 10-149 turns for uncursed, 250-299 for blessed.
scorchgeek	potion_of_levitation	If your only source of levitation is a blessed potion, you may stop levitating at any time with >.
dasunt	sack	Worth 2 zorkmids, it will allow you to carry more items in your inventory.  If greased, will offer *some* protection from water.  Otherwise, worthless.
Grognor	sack	note that it will also protect items inside it from fire damage, so flammable objects should be kept in one at all times until you get an oilskin sack or bag of holding.
braindancer	wand_of_speed	will make its target fast
runcible	alignment_spoiler	http://sporkhack.org/alignment_spoiler
Bishness	ticklish	see {pleased}
madness	startscummer	See {startscumming}
hacken	unnaturally_quiet	There is a Graveyard on the level.
DrSunglasses	static_electricity_surrounds_the_sink	Shock resistance.
jilles	feeling_of_loss	"A feeling of loss comes over you." You dipped an non-cursed item in a fountain, which would have been uncursed if it were cursed. Nothing happened.
jilles	feeling_of_loss	"You have a feeling of loss." You attempted to charge something which cannot be charged -- the chance to charge is wasted.
Ashke	the_blood_coagulates	Summoned a demon on an altar, but level was full. No monster appeared.
Ashke	the_blood_coagulates	Same-race sacrifice, but failed to make a demon. (Is the level full? Are succubi extinct?)
greycat	moria	An old roguelike game, precursor of Angband.
GreyKnight	plane_of_spam	The Elemental Plane of Fire. So-called because it is open-plain and lit by the various flaming monsters on it, so you can usually see every damn fire trap activation on the level.
GreyKnight	plane_of_spam	If you additionally have conflict, you can expect to need to leave something heavy on your spacebar and go do something in the other room for a while.
